一一	对应:829	回复:705	一一:542	介绍:318	列举:308	解答:225	道来:135
一一一	一:542
操作失	误:244
操作思	路:102
操作手	法:257	册:128
操作技	巧:221
操作指	南:157
操作方	法:856	式:823	便:226
操作更	方便:109
操作更方	便:109
操作模	式:317
操作步	骤:562
操作流	程:660
操作界	面:361
操作简	便:126
操作系	统:7312	统内核:124	统上:105
操作系统	内核:124	上:105
操作能	力:128
操作过	程:174
操作难	度:371
操作非	常简单:132
操作非常	简单:132
操作面	板:117
操作风	险:201
操场	上:575	跑:102
操控	性:564	感:128	性能:128	着:126
操控性	能:128
操盘	手:507
操碎	了心:236
操碎了	心:236
操纵	着:167	杆:143	者:138	市场:119
操纵市	场:119
擎天	柱:1145
擤鼻	涕:164
擦一	下:167	擦:124
擦了	擦:305
擦亮	眼睛:527	双眼:115
擦亮双	眼:115
擦亮眼	睛:527
擦屁	股:909
擦干	净:500	眼泪:137
擦干眼	泪:137
擦桌	子:145
擦眼	泪:130
擦肩	而过:755
擦肩而	过:755
擦身	而过:149
擦身而	过:149
擦边	球:598
擦黑	板:118
攀枝	花:126
攀登	者:247	珠峰:158
攀登珠	峰:158
攒下	来:245
攒人	品:123
攒出	来:115
攒够	了:146
攒点	钱:131
攒的	钱:107
攒起	来:126
攒钱	买:211
支不	支持:109
支不支	持:109
支乐	队:117
支付	宝:11964	方式:705	给:546	了:530	系统:319	利息:310	结算:241	费用:230	牌照:218	宝账户:214	手段:203	宝和微信:193	密码:184	工具:182	平台:174	业务:172	宝账号:158	能力:146	报酬:143	房租:135	宝支付:134	功能:133	宝微信:130	宝客服:124	行业:123	宝付款:117	工资:106	成功:103
支付业	务:172
支付利	息:310
支付功	能:133
支付宝	账户:214	和微信:193	账号:158	支付:134	微信:130	客服:124	付款:117
支付宝付	款:117
支付宝和	微信:193
支付宝客	服:124
支付宝微	信:130
支付宝支	付:134
支付宝账	户:214	号:158
支付密	码:184
支付工	具:182	资:106
支付平	台:174
支付成	功:103
支付房	租:135
支付手	段:203
支付报	酬:143
支付方	式:705
支付牌	照:218
支付系	统:319
支付结	算:241
支付能	力:146
支付行	业:123
支付费	用:230
支原	体:140
支持	的:3617	者:1627	下:1221	一下:1112	了:937	你:890	和:768	正版:534	力度:310	向量机:274	率:255	自定义:231	着:225	度:184	国产:157	性:150	和鼓励:127	力:125	的功能:125	杜比视界:117	国货:107	蓝牙:101
支持一	下:1112
支持力	度:310
支持向	量机:274
支持向量	机:274
支持和	鼓励:127
支持和鼓	励:127
支持国	产:157	货:107
支持杜	比视界:117
支持杜比	视界:117
支持正	版:534
支持的	功能:125
支持的功	能:125
支持自	定义:231
支持自定	义:231
支持蓝	牙:101
支撑	的:1349	着:767	位:453	力:384	点:324	不起:185	不住:184	不了:160	作用:152	腿:121	力度:110	结构:100
支撑不	起:185	住:184	了:160
支撑作	用:152
支撑力	度:110
支撑结	构:100
支支	吾吾:526
支支吾	吾:526
支柱	产业:216
支柱产	业:216
支棱	起来:138
支棱起	来:138
支气	管:276	管炎:195
支气管	炎:195
支球	队:1370
支离	破碎:753
支离破	碎:753
支线	任务:679	剧情:175
支线任	务:679
支线剧	情:175
支股	票:153
支行	行长:141
支行行	长:141
支配	的恐惧:241	权:168	着:111
支配的	恐惧:241
支配的恐	惧:241
收一	收:108
收上	来:173
收下	了:239
收不	到:561	回来:255	住:203	回:118	收:111
收不回	来:255
收了	钱:293
收付	款:122
收件	人:477	箱:215
收保	护费:138
收保护	费:138
收入	来源:996	水平:869	低:410	增长:380	囊中:359	额:248	差距:240	分配:234	就:210	情况:205	下降:164	证明:145	总额:132	结构:120	方面:111	和支出:109	和利润:102
收入下	降:164
收入分	配:234
收入和	支出:109	利润:102
收入和利	润:102
收入和支	出:109
收入囊	中:359
收入增	长:380
收入差	距:240
收入总	额:132
收入情	况:205
收入方	面:111
收入来	源:996
收入水	平:869
收入结	构:120
收入证	明:145
收到	了:4284	过:424	货:307	一个:209	邮件:204	消息:194	通知:184	钱:172	短信:172	后:161	回复:123	邀请:100
收到一	个:209
收到回	复:123
收到消	息:194
收到短	信:172
收到通	知:184
收到邀	请:100
收到邮	件:204
收割	机:314	韭菜:106
收割韭	菜:106
收单	机构:359	行:119
收单机	构:359
收发	邮件:127
收发邮	件:127
收取	佣金:113	手续费:108
收取佣	金:113
收取手	续费:108
收取手续	费:108
收回	来:662	了:361	成本:269	去:247	投资:105
收回成	本:269
收回投	资:105
收复	了:189	失地:157	新疆:146
收复失	地:157
收复新	疆:146
收多	少:130
收容	所:176
收废	品:109
收录	了:1182	在:475	于:281
收徒	弟:102
收手	续费:110
收手续	费:110
收拾	东西:501	好:444	收拾:281	行李:251	一下:205	完:153	干净:130	得:123	你:118	残局:106
收拾一	下:205
收拾东	西:501
收拾干	净:130
收拾收	拾:281
收拾残	局:106
收拾行	李:251
收支	平衡:267
收支平	衡:267
收放	自如:276
收放自	如:276
收效	甚微:371
收效甚	微:371
收敛	的:223	性:101
收智	商税:223
收智商	税:223
收款	人:268	码:211	方:160	账户:139	方式:131
收款方	式:131
收款账	户:139
收益	率:7012	权:282	性:186	最大化:173	和风险:172	率曲线:151	曲线:136	率高:115
收益和	风险:172
收益和风	险:172
收益曲	线:136
收益最	大化:173
收益最大	化:173
收益率	曲线:151	高:115
收益率曲	线:151
收盘	价:862	后:130
收紧	核心:105	了:100
收紧核	心:105
收红	包:105
收纳	盒:561	空间:369	包:193	柜:190	箱:167	袋:163
收纳空	间:369
收缩	压:108
收获	了:2159	满满:241	颇丰:205	了什么:120
收获了	什么:120
收获了什	么:120
收获满	满:241
收获颇	丰:205
收藏	夹:1611	了:822	价值:530	家:454	品:450	起来:450	数:222	哦:215	点赞:188	加购:164	量:155	者:132	吧:126	好:111
收藏价	值:530
收藏加	购:164
收藏点	赞:188
收藏起	来:450
收视	率:1331
收货	地址:136	人:111
收货地	址:136
收购	了:1351	方:173	案:159	价:157
收费	标准:627	模式:365	了:242	方式:238	站:231	项目:142
收费方	式:238
收费标	准:627
收费模	式:365
收费项	目:142
收起	来:533
收银	员:433	台:268
收集	了:1482	到:1146	信息:458	整理:364	资料:282	证据:223	器:142	的数据:115	用户:114	癖:103
收集信	息:458
收集整	理:364
收集用	户:114
收集的	数据:115
收集的数	据:115
收集证	据:223
收集资	料:282
收音	机:1038
改一	下:684	改:385
改不	了:482	掉:125
改个	名字:107
改个名	字:107
改为	了:378
改了	个:106	改:102
改代	码:120
改作	业:142
改写	了:206	成:174
改剧	本:140
改卷	老师:147
改卷老	师:147
改变	了:6215	自己:1898	不了:1513	世界:1284	命运:769	现状:412	什么:262	着:220	你:191	过去:169	主意:165	不了什么:125	自己的命运:121	策略:117	方向:114	了世界:114	生活:111	为:105	成:102
改变不	了:1513	了什么:125
改变不了	什么:125
改变世	界:1284
改变主	意:165
改变了	世界:114
改变了世	界:114
改变什	么:262
改变命	运:769
改变方	向:114
改变现	状:412
改变生	活:111
改变策	略:117
改变自	己:1898	己的命运:121
改变自己	的命运:121
改变过	去:169
改口	说:146
改名	为:927	叫:456	字:198	了:136
改善	了:812	生活:228	睡眠:124	症状:102
改善生	活:228
改善症	状:102
改善睡	眠:124
改回	来:118	去:101
改国	号:102
改头	换面:329
改头换	面:329
改成	了:2435
改朝	换代:376
改朝换	代:376
改来	改去:160
改来改	去:160
改版	后:202	了:125
改编	自:976	成:614	为:200	权:171	的电影:162	成电影:132	作品:110	动画:103
改编作	品:110
改编动	画:103
改编成	电影:132
改编成电	影:132
改编的	电影:162
改编的电	影:162
改良	版:170
改装	车:208	成:120	件:104
改过	来:237	自新:193
改过自	新:193
改进	了:514	版:139	型:122	方案:118
改进方	案:118
改造	成:972
改邪	归正:146
改邪归	正:146
改革	开放:1576	后:455	派:207	开放以来:131	开放初期:122	者:114	家:109
改革开	放:1576	放以来:131	放初期:122
改革开放	以来:131	初期:122
攻击	力:1429	的:1109	性:1106	者:507	方式:439	范围:317	手:250	距离:232	速度:154	目标:142	敌人:137	行为:133	技能:126	能力:126
攻击技	能:126
攻击敌	人:137
攻击方	式:439
攻击目	标:142
攻击能	力:126
攻击范	围:317
攻击行	为:133
攻击距	离:232
攻击速	度:154
攻坚	战:136
攻城	略地:332	狮:214	战:126
攻城略	地:332
攻壳	机动队:354
攻壳机	动队:354
攻壳机动	队:354
攻守	兼备:163	平衡:103
攻守兼	备:163
攻守平	衡:103
攻强	守弱:100
攻强守	弱:100
攻破	了:170
攻读	博士学位:123	博士:101
攻读博	士学位:123	士:101
攻读博士	学位:123
攻防	两端:390	转换:214	战:126	一体:117
攻防一	体:117
攻防两	端:390
攻防转	换:214
放一	个:1520	些:822	起:611	放:294	块:129
放上	来:824	去:565
放下	了:1291	来:353	身段:237	去:183	一切:131	筷子:110
放下一	切:131
放下筷	子:110
放下身	段:237
放不	下:1344	开:241	了:135	下了:100
放不下	了:100
放两	个:174
放个	屁:106
放久	了:137
放之	四海而皆准:190
放之四	海而皆准:190
放之四海	而皆准:190
放了	个:225
放什	么:207
放任	不管:256	自流:140
放任不	管:256
放任自	流:140
放低	姿态:138
放低姿	态:138
放假	了:307	回家:208	的时候:110
放假回	家:208
放假的	时候:110
放假的时	候:110
放入	锅中:191	烤箱:157	冰箱冷藏:123
放入冰	箱冷藏:123
放入冰箱	冷藏:123
放入烤	箱:157
放入锅	中:191
放冰	箱:291
放几	张:752	个:367	张图:226
放几张	图:226
放出	来:2170	了:553	去:427	来了:365
放出来	了:365
放包	里:102
放化	疗:455
放哪	里:122
放回	去:284
放在	一起:2810	了:2487	心上:726	第一位:574	眼里:426	前面:350	一边:340	哪里:288	首位:253	上面:247	地上:221	心里:159	哪:115	客厅:107	包里:106	床头:106	银行:104
放在一	起:2810	边:340
放在上	面:247
放在前	面:350
放在包	里:106
放在哪	里:288
放在地	上:221
放在客	厅:107
放在床	头:106
放在心	上:726	里:159
放在眼	里:426
放在第	一位:574
放在第一	位:574
放在银	行:104
放在首	位:253
放声	大哭:177
放声大	哭:177
放大	镜:612	器:369	招:351	缩小:166	版:136	倍率:104
放大倍	率:104
放大缩	小:166
放学	后:456	回家:230	了:142
放学回	家:230
放宽	心:266	到:138
放寒	假:189
放射	性:835	性元素:249	性物质:236	线:148	性同位素:143	治疗:141	科:122	状:106
放射性	元素:249	物质:236	同位素:143
放射性元	素:249
放射性同	位素:143
放射性物	质:236
放射治	疗:141
放平	心态:364
放平心	态:364
放开	了:598	手脚:128	我:106
放开手	脚:128
放弃	了:9731	治疗:421	吧:361	掉:200	抵抗:160	幻想:147	你:118	考研:112
放弃幻	想:147
放弃抵	抗:160
放弃治	疗:421
放弃考	研:112
放得	下:288	开:174
放心	吧:521	了:467	大胆:420	地:374	使用:333	大胆地:174	不下:149
放心不	下:149
放心使	用:333
放心大	胆:420	胆地:174
放心大胆	地:174
放慢	速度:168	脚步:144	了:113
放慢脚	步:144
放慢速	度:168
放我	出去:3647
放我出	去:3647
放手	一搏:266	让:105
放手一	搏:266
放支	架:108
放映	机:190	厅:174
放暑	假:214
放松	了:510	下来:396	心情:330	警惕:294	身心:208	自己:181	放松:174	肌肉:163	的状态:150	心态:111
放松下	来:396
放松心	情:330	态:111
放松放	松:174
放松的	状态:150
放松的状	态:150
放松肌	肉:163
放松自	己:181
放松警	惕:294
放松身	心:208
放款	人:100
放浪	形骸:131
放浪形	骸:131
放火	烧:145
放烟	花:217
放狠	话:122
放现	在:142
放电	影:152
放眼	望去:404	全球:165	全国:106	世界:102
放眼世	界:102
放眼全	球:165	国:106
放眼望	去:404
放纵	自己:216
放纵自	己:216
放置	在:1032	了:180
放荡	不羁:298
放荡不	羁:298
放轻	松:326
放过	自己:249	我:182	他:143	你:108
放过自	己:249
放进	去:1648	来:265	微波炉:188	冰箱:130	嘴里:121
放进冰	箱:130
放进嘴	里:121
放进微	波炉:188
放进微波	炉:188
放鞭	炮:163
放音	乐:161
放风	筝:252
放飞	自我:998
放飞自	我:998
放高	利贷:169
放高利	贷:169
放鸽	子:160
政务	院:104
政协	委员:132
政协委	员:132
政史	地:150
政客	们:180
政府	部门:1261	机构:586	机关:436	官员:416	补贴:311	债务:234	军:213	债券:205	干预:171	工作报告:164	采购:151	投资:144	财政:120	补助:119	主导:118	工作:116	支出:113	组织:112	网站:111	和企业:107	信用:106	监管:103
政府主	导:118
政府信	用:106
政府债	务:234	券:205
政府和	企业:107
政府和企	业:107
政府官	员:416
政府工	作报告:164	作:116
政府工作	报告:164
政府干	预:171
政府投	资:144
政府支	出:113
政府机	构:586	关:436
政府监	管:103
政府组	织:112
政府网	站:111
政府补	贴:311	助:119
政府财	政:120
政府部	门:1261
政府采	购:151
政治	正确:2534	家:1608	经济学:1012	上:1006	学:862	斗争:733	制度:541	不正确:428	问题:424	立场:379	经济:357	大题:317	因素:311	人物:305	哲学:303	体制:287	课:282	地位:277	性:269	倾向:220	思想:218	文化:208	选择题:204	方面:203	环境:201	任务:189	势力:177	权力:173	史:163	目的:157	理论:155	力量:150	敏感:150	化:146	英语:144	和经济:143	事件:141	理念:141	生活:137	格局:135	宣传:131	手腕:131	主张:129	部:125	运动:125	手段:123	经济制度:122	生态:121	体系:120	和英语:120	权利:119	风险:118	军事:116	历史:112	实体:110	生涯:108	活动:107	才能:106	诉求:106	影响:105	资源:105	隐喻:104	博弈:101
政治不	正确:428
政治不正	确:428
政治主	张:129
政治事	件:141
政治人	物:305
政治任	务:189
政治体	制:287	系:120
政治倾	向:220
政治军	事:116
政治制	度:541
政治力	量:150
政治势	力:177
政治博	弈:101
政治历	史:112
政治和	经济:143	英语:120
政治和经	济:143
政治和英	语:120
政治哲	学:303
政治因	素:311
政治地	位:277
政治大	题:317
政治实	体:110
政治宣	传:131
政治影	响:105
政治思	想:218
政治手	腕:131	段:123
政治才	能:106
政治敏	感:150
政治文	化:208
政治斗	争:733
政治方	面:203
政治权	力:173	利:119
政治格	局:135
政治正	确:2534
政治活	动:107
政治环	境:201
政治理	论:155	念:141
政治生	活:137	态:121	涯:108
政治目	的:157
政治立	场:379
政治经	济学:1012	济:357	济制度:122
政治经济	学:1012	制度:122
政治英	语:144
政治诉	求:106
政治资	源:105
政治运	动:125
政治选	择题:204
政治选择	题:204
政治问	题:424
政治隐	喻:104
政治风	险:118
政法	大学:159	院校:108
政法大	学:159
政法院	校:108
政策	性:361	性银行:332	扶持:204	制定者:199	导向:186	下:158	法规:156	倾斜:144	规定:133	变化:131	依据:129	制定:122	出台:121	面:119	红利:112	方面:107	调整:104
政策依	据:129
政策倾	斜:144
政策出	台:121
政策制	定者:199	定:122
政策制定	者:199
政策变	化:131
政策导	向:186
政策性	银行:332
政策性银	行:332
政策扶	持:204
政策方	面:107
政策法	规:156
政策红	利:112
政策规	定:133
政策调	整:104
故事	中:2336	里:2142	情节:1625	线:1221	性:989	背景:893	吧:446	会:414	板:386	的结局:255	片:216	的主角:198	的结尾:197	的发展:162	梗概:161	书:156	的主人公:142	集:141	的开头:133	的背景:120	讲完了:115	版:112	类:106	大纲:101
故事大	纲:101
故事情	节:1625
故事梗	概:161
故事的	结局:255	主角:198	结尾:197	发展:162	主人公:142	开头:133	背景:120
故事的主	角:198	人公:142
故事的发	展:162
故事的开	头:133
故事的结	局:255	尾:197
故事的背	景:120
故事背	景:893
故事讲	完了:115
故事讲完	了:115
故作	高深:119
故作高	深:119
故宫	博物院:293
故宫博	物院:293
故宫博物	院:293
故弄	玄虚:483
故弄玄	虚:483
故意	的:894	把:464	杀人:366	伤害:229	杀人罪:225	为之:200	伤害罪:158	隐瞒:131	黑:129	刁难:117	犯罪:114	制造:111
故意为	之:200
故意伤	害:229	害罪:158
故意伤害	罪:158
故意刁	难:117
故意制	造:111
故意杀	人:366	人罪:225
故意杀人	罪:225
故意犯	罪:114
故意隐	瞒:131
故技	重施:156
故技重	施:156
故步	自封:178
故步自	封:178
故纸	堆:163
故障	率:381
效力	于:247
效果	好:1799	图:1399	器:1203	很好:952	不好:847	最好:725	不错:723	更佳:577	如何:564	还不错:452	不佳:403	显著:362	上:316	不明显:266	拔群:213	较好:179	极佳:157	不理想:134	立竿见影:130	甚微:105	最大化:105	大打折扣:105	不是很好:100
效果不	好:847	错:723	佳:403	明显:266	理想:134	是很好:100
效果不明	显:266
效果不是	很好:100
效果不理	想:134
效果大	打折扣:105
效果大打	折扣:105
效果如	何:564
效果很	好:952
效果拔	群:213
效果显	著:362
效果更	佳:577
效果最	好:725	大化:105
效果最大	化:105
效果极	佳:157
效果甚	微:105
效果立	竿见影:130
效果立竿	见影:130
效果较	好:179
效果还	不错:452
效果还不	错:452
效率	高:1502	更高:1030	低:901	低下:758	最高:578	不高:408	很高:402	很低:400	提升:382	太低:360	问题:195	提高:187	极低:175	极高:173	比:158	非常高:152	的提升:141	比较低:126	最大化:116	工具:113	较低:109
效率不	高:408
效率低	下:758
效率太	低:360
效率工	具:113
效率很	高:402	低:400
效率提	升:382	高:187
效率更	高:1030
效率最	高:578	大化:116
效率最大	化:116
效率极	低:175	高:173
效率比	较低:126
效率比较	低:126
效率的	提升:141
效率的提	升:141
效率较	低:109
效率问	题:195
效率非	常高:152
效率非常	高:152
效用	函数:231	最大化:116
效用函	数:231
效用最	大化:116
效用最大	化:116
敌不	过:286
敌人	的:1963
敌对	势力:195
敌对势	力:195
敌我	双方:156
敌我双	方:156
敌方	英雄:170
敌方英	雄:170
敏感	的:1512	度:1316	性:951	肌:589	词:291	程度:248	信息:226	数据:151	期:135	话题:134	人群:117	脆弱:112
敏感人	群:117
敏感信	息:226
敏感数	据:151
敏感程	度:248
敏感脆	弱:112
敏感话	题:134
敏捷	开发:378	的:196	性:139
敏捷开	发:378
敏锐	的:636	地:318	度:206
救下	了:284	来:146
救不	了:839	回来:155
救不回	来:155
救世	主:1665
救了	我:192	他:171	出来:100
救了出	来:100
救人	位:212
救公	主:142
救出	来:244
救命	稻草:595	恩人:176	之恩:157	啊:143
救命之	恩:157
救命恩	人:176
救命稻	草:595
救回	来:424
救护	车:1117
救援	队:281	人员:228
救援人	员:228
救救	我:241
救死	扶伤:224
救死扶	伤:224
救生	艇:323	衣:126
敖厂	长:360
教一	个:100
教不	了:161
教书	育人:434
教书育	人:434
教什	么:195
教他	们:379
教会	了我:332
教会了	我:332
教你	如何:1019	炒股票:138	做人:131	做:107
教你做	人:131
教你如	何:1019
教你炒	股票:138
教你炒股	票:138
教做	人:185
教出	来:200
教别	人:321
教务	处:704	老师:109
教务老	师:109
教培	行业:366	机构:316
教培机	构:316
教培行	业:366
教堂	里:173
教大	家:1121
教学	楼:1825	视频:1232	质量:1148	方法:718	内容:710	经验:632	设计:622	水平:577	方式:546	模式:528	生:417	法:394	资源:371	目标:347	能力:331	过程:300	大纲:289	体系:286	上:273	工作:228	活动:198	任务:188	效果:180	计划:173	理念:172	风格:118	课程:115	区:114	科研:113	点:112	实践:109	服务:100
教学任	务:188
教学体	系:286
教学内	容:710
教学大	纲:289
教学实	践:109
教学工	作:228
教学效	果:180
教学方	法:718	式:546
教学服	务:100
教学模	式:528
教学水	平:577
教学活	动:198
教学理	念:172
教学目	标:347
教学科	研:113
教学经	验:632
教学能	力:331
教学视	频:1232
教学计	划:173
教学设	计:622
教学课	程:115
教学质	量:1148
教学资	源:371
教学过	程:300
教学风	格:118
教孩	子:408
教室	里:1170	门口:103
教室门	口:103
教导	主任:301	我们:160
教导主	任:301
教导我	们:160
教师	资格证:1168	节:182	编:177	招聘:164	编制:163	队伍:159	资格证考试:158	职业:139	用书:127	行业:123	资格:105	观:101
教师招	聘:164
教师用	书:127
教师编	制:163
教师职	业:139
教师行	业:123
教师资	格证:1168	格证考试:158	格:105
教师资格	证:1168	证考试:158
教师队	伍:159
教我	们:673
教授	会:102
教教	我:158
教数	学:117
教材	内容:271	编写:131
教材内	容:271
教材编	写:131
教条	主义:175
教条主	义:175
教研	室:226
教科	书:4442	书式的:217	书级别:202	书般的:157
教科书	式的:217	级别:202	般的:157
教科书式	的:217
教科书级	别:202
教科书般	的:157
教练	员:523	组:493	说:383	们:152
教给	他:106
教职	工:435	员工:156
教职员	工:156
教育	部:3953	学:1845	机构:1659	资源:1508	行业:1063	局:1026	背景:862	体系:617	水平:566	孩子:471	理念:471	部直属:443	家:434	心理学:414	质量:392	体制:369	系统:365	培训:355	金:349	者:348	模式:346	意义:329	学院:321	了:284	部门:278	制度:270	领域:265	教学:258	问题:236	改革:233	工作者:225	程度:222	界:221	考试院:218	事业:212	培训机构:212	优惠:210	费附加:206	知识与能力:199	史:195	方法:193	培训行业:182	培养:181	环境:173	集团:159	公平:156	学原理:156	目的:153	厅:142	出版社:141	网:136	活动:124	他:120	学专业:120	部直属高校:119	部学科评估:118	的本质:113	观:109	学考研:109	工作:107	产业化:105	研究方法:101
教育事	业:212
教育产	业化:105
教育产业	化:105
教育优	惠:210
教育体	系:617	制:369
教育公	平:156
教育出	版社:141
教育出版	社:141
教育制	度:270
教育培	训:355	训机构:212	训行业:182	养:181
教育培训	机构:212	行业:182
教育学	院:321	原理:156	专业:120	考研:109
教育学专	业:120
教育学原	理:156
教育学考	研:109
教育孩	子:471
教育工	作者:225	作:107
教育工作	者:225
教育心	理学:414
教育心理	学:414
教育意	义:329
教育改	革:233
教育教	学:258
教育方	法:193
教育机	构:1659
教育模	式:346
教育水	平:566
教育活	动:124
教育环	境:173
教育理	念:471
教育的	本质:113
教育的本	质:113
教育目	的:153
教育知	识与能力:199
教育知识	与能力:199
教育研	究方法:101
教育研究	方法:101
教育程	度:222
教育系	统:365
教育考	试院:218
教育考试	院:218
教育背	景:862
教育行	业:1063
教育质	量:392
教育费	附加:206
教育费附	加:206
教育资	源:1508
教育部	直属:443	门:278	直属高校:119	学科评估:118
教育部学	科评估:118
教育部直	属:443	属高校:119
教育问	题:236
教育集	团:159
教育领	域:265
教语	文:115
教资	面试:127
教资面	试:127
教辅	书:245	资料:153
教辅资	料:153
敞开	心扉:343	了:172	大门:105
敞开大	门:105
敞开心	扉:343
敞篷	车:144
敢不	敢:574
敢于	尝试:158	挑战:136	冒险:103
敢于冒	险:103
敢于尝	试:158
敢于挑	战:136
敢保	证:103
敢怒	不敢言:177
敢怒不	敢言:177
敢怒不敢	言:177
敢死	队:287
敢爱	敢恨:217
敢爱敢	恨:217
敢这	么:436	么说:117	样:113
敢这么	说:117
散了	吧:237
散发	着:1224	出:944	出来:252
散发出	来:252
散射	光:108
散户	们:145	投资者:103
散户投	资者:103
散户投资	者:103
散散	步:297	心:150
散文	集:172
散点	图:305
散热	器:362	片:144	系统:134	问题:111
散热系	统:134
散热问	题:111
散落	在:494	着:119
敦刻	尔克:232
敦刻尔	克:232
敬业	精神:166
敬业精	神:166
敬汉	卿:171
敬爱	的:180
敬畏	之心:420	的:143
敬畏之	心:420
敬老	院:143
敬而	远之:490
敬而远	之:490
敬请	期待:439	关注:300	谅解:104
敬请关	注:300
敬请期	待:439
敬请谅	解:104
数一	数二:1545	数:214	下:117
数一数	二:1545
数万	人:307
数不	胜数:1444	清的:881	清:293	尽的:234	过来:214
数不尽	的:234
数不清	的:881
数不胜	数:1444
数不过	来:214
数了	数:125
数亿	年:100
数以	万计:369	亿计:197	千计:166	百计:124	百万计:124
数以万	计:369
数以亿	计:197
数以千	计:166
数以百	计:124	万计:124
数以百万	计:124
数位	板:772	屏:190
数值	策划:312	计算:286	上:203	模拟:201	分析:162	方法:155	解:116
数值分	析:162
数值方	法:155
数值模	拟:201
数值策	划:312
数值计	算:286
数分	钟:116
数十	年:1323	万:803	个:375	亿:328	人:266	倍:186	种:181	家:159	万人:151	亿美元:133	位:127	年来:127	亿年:118	年如一日:113	次:112
数十万	人:151
数十亿	美元:133	年:118
数十亿美	元:133
数十年	来:127	如一日:113
数十年如	一日:113
数千	年:502	人:398	万:288	个:165	名:117
数字	化:2264	货币:1161	人民币:844	出版:715	电视:544	化转型:529	音乐:317	信号处理:291	媒体:283	技术:267	信号:260	时代:235	人:229	签名:224	电路:215	藏品:207	游戏:204	告示:184	内容:170	证书:164	生命:160	孪生:149	版游戏:128	系列:109	图书馆:105
数字人	民币:844
数字人民	币:844
数字信	号处理:291	号:260
数字信号	处理:291
数字内	容:170
数字出	版:715
数字化	转型:529
数字化转	型:529
数字告	示:184
数字图	书馆:105
数字图书	馆:105
数字媒	体:283
数字孪	生:149
数字技	术:267
数字时	代:235
数字游	戏:204
数字版	游戏:128
数字版游	戏:128
数字生	命:160
数字电	视:544	路:215
数字签	名:224
数字系	列:109
数字藏	品:207
数字证	书:164
数字货	币:1161
数字音	乐:317
数学	家:1753	系:1452	上:1185	基础:1033	老师:917	题:779	物理:760	公式:742	模型:729	知识:703	分析:607	课:590	建模:585	问题:419	和物理:361	原理:339	成绩:322	物理方法:308	方法:301	竞赛:290	思维:243	理论:242	推导:223	二:218	计算:218	语言:198	功底:190	建模竞赛:189	和英语:188	界:179	课程:168	类:145	考试:142	运算:142	家们:123	期望:115	和计算机:115	学习:113	难题:103	符号:101
数学公	式:742
数学分	析:607
数学功	底:190
数学原	理:339
数学和	物理:361	英语:188	计算机:115
数学和物	理:361
数学和英	语:188
数学和计	算机:115
数学基	础:1033
数学学	习:113
数学家	们:123
数学建	模:585	模竞赛:189
数学建模	竞赛:189
数学思	维:243
数学成	绩:322
数学推	导:223
数学方	法:301
数学期	望:115
数学模	型:729
数学物	理:760	理方法:308
数学物理	方法:308
数学理	论:242
数学知	识:703
数学竞	赛:290
数学符	号:101
数学老	师:917
数学考	试:142
数学计	算:218
数学语	言:198
数学课	程:168
数学运	算:142
数学问	题:419
数学难	题:103
数小	时:255
数年	后:216	前:187
数据	库:15760	分析:14918	结构:4590	分析师:3330	集:3195	显示:2772	库的:2099	量:1993	科学:1818	挖掘:1750	可视化:1726	来源:1685	处理:1652	仓库:1172	源:1153	中心:1142	统计:1096	库中:1025	科学家:910	线:858	存储:764	采集:755	类型:752	包:666	驱动:664	都:583	结构与算法:578	传输:567	模型:542	结构和算法:540	安全:539	化:509	收集:494	管理:487	库系统:472	表:464	产品:429	表明:418	流:417	中台:400	时:395	湖:377	平台:371	透视表:369	质量:367	清洗:358	信息:353	报告:334	点:332	对比:285	丢失:277	文件:275	同步:271	格式:265	库设计:264	运营:263	脱敏:256	服务:239	集中:235	查询:221	库表:210	建模:208	交换:205	表现:204	备份:201	量大:199	分布:198	预处理:197	报表:194	一致性:192	获取:185	里:177	页:177	记录:172	共享:159	更新:159	可视化工具:155	接口:154	块:153	的处理:151
数据一	致性:192
数据一致	性:192
数据丢	失:277
数据中	心:1142	台:400
数据交	换:205	互:127
数据产	品:429
数据仓	库:1172
数据传	输:567
数据保	护:116
数据信	息:353
数据共	享:159
数据内	容:101
数据分	析:14918	析师:3330	布:198	析报告:145	析人员:100
数据分析	师:3330	报告:145	人员:100
数据可	视化:1726	视化工具:155
数据可视	化:1726	化工具:155
数据同	步:271
数据处	理:1652	理能力:112
数据处理	能力:112
数据备	份:201
数据存	储:764
数据安	全:539
数据对	比:285
数据导	入:122
数据平	台:371
数据库	的:2099	中:1025	系统:472	设计:264	表:210	连接:140	管理系统:140	服务器:130	操作:127	原理:107
数据库原	理:107
数据库操	作:127
数据库服	务器:130
数据库管	理系统:140
数据库系	统:472
数据库设	计:264
数据库连	接:140
数据建	模:208
数据恢	复:128
数据报	告:334	表:194
数据挖	掘:1750	掘工程师:105
数据挖掘	工程师:105
数据接	口:154
数据提	取:104
数据收	集:494
数据整	理:150
数据文	件:275
数据显	示:2772
数据更	新:159
数据服	务:239
数据来	源:1685
数据查	询:221
数据格	式:265
数据模	型:542
数据泄	露:134
数据清	洗:358
数据的	处理:151	价值:114	采集:110	准确性:103
数据的价	值:114
数据的准	确性:103
数据的处	理:151
数据的采	集:110
数据科	学:1818	学家:910
数据科学	家:910
数据管	理:487
数据类	型:752
